community_id,community_name,wylie_name,tibetan,chinese,en_variants,bo_x_ewtx_variants,zh_hani_variants,sa_deva_variants,ru_cyrl_variants,mn_cyrl_variants,mn_mong_variants
1108,Dranggo,brag 'go,བྲག་འགོ།,寿灵寺,Hor Dranggo; shouling si,,,,,,
1109,Janggang,jang sgang,འཇང་སྒང་།,,,,,,,,
1110,Rahor,ra hor,ར་ཧོར།,然哈寺,Rahor Tashi Lungrik Chime Gatsel,brag hor dgon,,,,,
1111,Tsangme Sengge,gtsang smad seng+ge,གཙང་སྨད་སེངྒེ།,生根寺,,,,,,,
1112,Sango,sa 'go,ས་འགོ།,桑古寺,Sago; sang gu si,dpal yul rnam rgyal gtsang rung rgyal ba'i yang dgon,,,,,
1113,Kuntsar,kun mtshar,ཀུན་མཚར།,更扎寺,geng zha si,,,,,,
1114,Dzigar,dzi dgar,ཛི་དགར།,字嘎寺,Dzigar Chogar; ziga si; zigasi,dzi dkar; dzi sgar,,,,,
1115,Mersho Monastery,smar shod de'u dmar zab rgyas chos gling,སྨར་ཤོད་དེའུ་དམར་ཟབ་རྒྱས་ཆོས་གླིང་།,,,,,,,,
1118,Tsibri,,ཤྲི་རི།,,Mount Shri,rtsib ri; shri ri,,,,,
1119,Sorik Dropen Ling,gso rig 'gro phan gling ,གསོ་རིག་འགྲོ་ཕན་གླིང་།,,,,,,,,
1120,Buchu Lhakhang,bu chu lha khang ,བུ་ཆུ་ལྷ་ཁང་།,,Buchu Sergyi Lhakhang,kong po bu chu; kong yul bo chu thar legs,,,,,
1121,Katsel,bka' tshal,བཀའ་ཚལ།,噶才寺,,dbu ru bka' tshal; ka tshal; ka tshal mi 'gyur lha khang,,,,,
1122,Drampagyang,ru gnon gram pa rgyang,རུ་གནོན་གྲམ་པ་རྒྱང་།,,,,,,,,
1123,Tsangdram,gtsang 'gram,གཙང་འགྲམ།,,Tsangdram Jema Lhakhang,g.yas ru gtsang 'gram bye ma'i lha khang; g.yas ru gtsang 'gram bde rgyas bye ma gling gi gtsug lag khang,,,,,
1124,Traduntse,pra dun rtse,པྲ་དུན་རྩེ།,江扎东哲寺,Jang Traduntse; Zhadun Lakang,,,,,,
1125,Mangyul Jamtrin Lhakhang,mang yul byams sprin lha khang ,མང་ཡུལ་བྱམས་སྤྲིན་ལྷ་ཁང་།,强真寺 ,Jamtrim Gegye Temple; Jamdrin Lhakhang; qiangzhen si,byams sprin lha khang; byang sprin yid 'ong dge rgyas,,,,,
1126,Menlung Trengpachen,sman lung phreng ba can,སྨན་ལུང་ཕྲེང་བ་ཅན།,,,sman lung phreng ba can dgon pa,,,,,
1128,Sakya Mendrong,sa skya sman grong,ས་སྐྱ་སྨན་གྲོང་།,,,,,,,,
1131,Zara Monastery,zwa ra dgon pa,ཟྭ་ར་དགོན་པ།,,,,,,,,
1133,Kharak Yungdrung Dechen Ling,kha rag,ཁ་རག།,卡热寺,Yungdrung Dechen Ling; Pel Shenten Kharak Yungdrung Dechen Ling; kare si,g.yung drung bde chen gling; dpal gshen bstan kha rag g.yung drung bde chen gling,卡热寺,,,,
1134,Tsibri Monastery,rtsib ri dgon,རྩིབ་རི་དགོན།,,,rgyal gyi shrI dgon; la stod rtsib ri dgon,,,,,
1136,Jomo Kharak,kha rag,ཁ་རག།,,Jomo Kharak,jo mo kha rag,,,,,
1137,Draksum Puri,brag gsum spu ri'i dgon pa,བྲག་གསུམ་སྤུ་རིའི་དགོན་པ།,,,,,,,,
1138,Hangri Drubde,hang ri sgrub sde,ཧང་རི་སྒྲུབ་སྡེ།,,,,,,,,
1139,Tsangrong Shardzong Ritro,gtsang rong shar rdzong ri khrod,གཙང་རོང་ཤར་རྫོང་རི་ཁྲོད།,,,,,,,,
1140,Wutai Shan,ri bo rtse lnga,རི་བོ་རྩེ་ལྔ།,五台山,Wutaishan; qingliangshan,,清凉山,,,,
1141,Zhohong,zho 'ong ,ཞོ་འོང་།,,,zho 'phong,,,,,
1142,Kokonor,mtsho sngon po,མཚོ་སྔོན་པོ།,青海湖,,,,,,,
1143,Tosamling College,thos bsam gling grwa tshang,ཐོས་བསམ་གླིང་གྲྭ་ཚང་།,,,bkra shis lhun po thos bsam gling grwa tshang,,,,,
1144,Drakkar Tashiding,brag dkar bkra shis sdings,བྲག་དཀར་བཀྲ་ཤིས་སྡིངས།,,Tashiding,,,,,,
1145,Paro Taktsang,spa gro stag tshang,སྤ་གྲོ་སྟག་ཚང་།,,,,,,,,
1147,Menlung Tashi Chopel Ling,sman lung dgon bkra shis chos 'phel gling,སྨན་ལུང་དགོན་བཀྲ་ཤིས་ཆོས་འཕེལ་གླིང་།,曼龙寺,Manlongsi,,,,,,
1148,Tseuruma Serde,mtshe'u ru ma'i ser sde,མཚེའུ་རུ་མའི་སེར་སྡེ།,采日玛塞德寺,cairima saide si,,,,,,
1150,Zungchu Zi,zung cu zi,ཟུང་ཅུ་ཟི།,嵩祝寺,Songzhu si,pe cin zung cu dgon,嵩祝寺,,,,
1151,Zangri Kangmar,zangs ri khang dmar,ཟངས་རི་ཁང་དམར།,卡玛当寺,Zangri Khangmar; Zangri Kharmar; kamadang si; sangri kama si,ngom shod zangs ri mkhar dmar gyi phug,,,,,
1152,Chozang Ritro,chos bzang ri khrod bde chen chos gling,ཆོས་བཟང་རི་ཁྲོད་བདེ་ཆེན་ཆོས་གླིང་།,花园寺,,chu bzang ri khrod,,,,,
1153,Serding,gser sding dgon,གསེར་སྡིང་དགོན།,,,,,,,,
1154,Drakteng Monastery,brag steng dgon,བྲག་སྟེང་དགོན།,,Drakteng Puntsok Ling,brag steng phun tshogs gling,,,,,
1157,Dingpoche,sdings po che,སྡིངས་པོ་ཆེ།,,,,,,,,
1158,Bodhgaya,rdo rje gdan,རྡོ་རྗེ་གདན།,,Vajrāsana; Mahabodhi Stupa,,,बोधगया,,,
1161,Tsang Chubzang,tsang chu bzang,ཙང་ཆུ་བཟང་།,,,,,,,,
1162,Tachogang Lhakhang,rta mchog sgang lha khang,རྟ་མཆོག་སྒང་ལྷ་ཁང་།,,Tachog Lhakhang,,,,,,
1163,Labchi,la phyi,ལ་ཕྱི།,,Lapchi; Lachi,,,,,,
1164,Emei Shan,glang chen 'gying ri,གླང་ཆེན་འགྱིང་རི།,峨眉山,Emeishan,ri bo glang po che,峨眉山,,,,
1165,Nangra,snang ra gser khang,སྣང་ར་གསེར་ཁང་།,昂拉赛康寺,Nangra Serkhang; angla saikang si; angla saigang si,snang ra'i gser khang,昂拉赛康寺; 昂拉赛岗寺,,,,
1166,Yershong,g.yer gshong dgon,གཡེར་གཤོང་དགོན།,叶什姜寺,Yershong Samten Chopel Ling; yeshijiang si; yeshiqiong si; ye-erxiong si; gouhouzha si,bsam gtan chos 'phel gling; g.yer gshong bsam gtan chos 'phel gling,叶什琼寺; 叶尔雄寺; 苟后扎寺,,,,
1169,Riwo Jakang,ri bo bya rkang,རི་བོ་བྱ་རྐང་།,鸡足山,,ri bya rkang can,雞足山,,,,
1171,Dzagyel,rdza rgyal,རྫ་རྒྱལ།,,,,,,,,
1172,Yarlung Pemako,yar lung pad+ma bkod,ཡར་ལུང་པདྨ་བཀོད།,,,,,,,,
1173,Katok Shedra Norbu Lhunpo,kaH thog bshad grwa nor bu lhun po,ཀཿ་ཐོག་བཤད་གྲྭ་ནོར་བུ་ལྷུན་པོ།,,Shedrub Norbu Lhunpo,,,,,,
1174,Mangge,mang dge,མང་དགེ།,蒙格寺,,,,,,,
1175,Kumbum Monastery,,,,,,,,,,
1178,Beshing Monastery,be shing dgon,བེ་ཤིང་དགོན།,"外相寺, 佐盖尼玛外相贡噶丹绕吉朗",Dzoge Nyima; Ganden Rabgye Ling; Dzoge Nyima Ganden Rabgye Ling; waixiang si,mdzod dge nyin ma'i be shing dgon; be shing dgon dga' ldan rab rgyas gling,,,,,
1179,Tokden Monastery,rtogs ldan dgon,རྟོགས་ལྡན་དགོན།,,,,,,,,
1180,Mangdu,mang 'dus,མང་འདུས།,,,,,,,,
1182,Gemang Ritro,dge mang ri khrod,དགེ་མང་རི་ཁྲོད།,,,,,,,,
1183,Mandal Gon,maN+Dal dgon,མཎྜལ་དགོན།,门查寺,men zha si; men cha si,sde dge maN+Dal dgon,门查寺,,,,
1184,Yarlung Sheldrak,yar klungs shel brag,ཡར་ཀླུངས་ཤེལ་བྲག།,西扎寺,,,,,,,
1185,Gyelwa Sengge Ngaro Lhakhang,rgyal ba seng ge'i nga ro'i lha khang ,རྒྱལ་བ་སེང་གེའི་ང་རོའི་ལྷ་ཁང་།,,Dedenling Sengge Ngaro,,,,,,
1186,Lingto College,gling stod grwa tshang,གླིང་སྟོད་གྲྭ་ཚང་།,,,,,,,,
1187,Ga Benchen Monastery,sga ban chen dgon,སྒ་བན་ཆེན་དགོན།,,,,,,,,
1188,Sakar Samdrub Ling,sa dkar bsam 'grub gling,ས་དཀར་བསམ་འགྲུབ་གླིང་།,,,,,,,,
1189,Ladro Monastery,gla gro bsam grub lha ldan chos 'khor gling ,གླ་གྲོ་བསམ་གྲུབ་ལྷ་ལྡན་ཆོས་འཁོར་གླིང་།,拉喔寺,Ladro Samdrub Lhaden Chokhor Ling,,,,,,
1190,Khamarin Khiid,,,,Hamariin Khiid; Khamryn Khiid; Khamaryn Khural; Khamar Monastery,,,,,,
1191,Riwo Gegye Ganden Shedrubling,ri bo dge rgyas dga' ldan bshad sgrub gling,རི་བོ་དགེ་རྒྱས་དགའ་ལྡན་བཤད་སྒྲུབ་གླིང་།,,Nomiin Ikh Khuree; Zuun Khuree; Riwogejigandanshaddublin,,,,,,
1192,Amarbayasgalant,,,慶寧寺,Urgun Elhe Sy; Amurbayasqulangtu keyid,,慶寧寺,,,,
1194,Kunga Choling,kun dga' chos gling grwa tshang,ཀུན་དགའ་ཆོས་གླིང་གྲྭ་ཚང་།,,Güngaachoilin datsan,,,,,,
1195,Gyu Dratsang,rgyud grwa tshang ,རྒྱུད་གྲྭ་ཚང་།,,Jud Datsan,,,,,,
1196,Nedong Tsetsokpa,sne gdong rtse tshogs pa,སྣེ་གདོང་རྩེ་ཚོགས་པ།,,Neudong,ne'u gdong,,,,,
1198,Gyel Kartse Palace,pho grang rgyal mkhar rtse,ཕོ་གྲང་རྒྱལ་མཁར་རྩེ།,江孜城堡,jiangzi chengbao,rgyal rtse rdzong mkhar,,,,,
1199,Tarde Monastery,thar bde dgon,ཐར་བདེ་དགོན།,塔德寺,Tarde Hermitage,thar bde ri khrod,,,,,
1200,Baruun Khiid,,,贺兰山南寺,Baruun khiid; Baraγun Keyid; baragun keyid; Baraghun keid; Helanshan nansi; Guangzong si,,贺兰山南寺; 广宗寺,,,,
1201,Pekar Choling,pad dkar chos gling,པད་དཀར་ཆོས་གླིང་།,广觉寺,Badgar choiling süm; badgar coyiling sum-e; Badghar coiling süme; Udan juu; Wudang zhao; Guangjue si; Baotou Wudangzhao,pad dkar chos gling,五当召; 广觉寺,,,,
1204,Erdene Zuu,e rte ni jo bo ,ཨེ་རྟེ་ནི་ཇོ་བོ་།,光显寺,Erdene juu; Erdeni zuu; erdeni job-a; Erdeni juu; Eerdeni zhao; Guangxian si,,额尔德尼召; 光显寺; 光显寺,,,,
1205,Lhateng,lha steng dgon pa,ལྷ་སྟེང་དགོན་པ།,,,,,,,,
1206,Ganden Mamo,dga' ldan ma mo,དགའ་ལྡན་མ་མོ།,,,,,,,,
1211,Gojo Banak,go 'jo sba nag,གོ་འཇོ་སྦ་ནག།,,,,,,,,
1212,Dago Monastery,brda go,བརྡ་གོ།,,,,,,,,
1213,Zingpa Takgo,zing pa stag mgo,ཟིང་པ་སྟག་མགོ།,,,,,,,,
1214,Trengpo,phreng po,འཕྲེང་པོ།,,,,,,,,
1215,Tashi Tse,bkra shis rtse dgon,བཀྲ་ཤིས་རྩེ་དགོན།,,,,,,,,
1216,Ringu Monastery,ri mgul dgon,རི་མགུལ་དགོན།, 仁古寺,Tubten Dechen Ling; Derge Dzari Ringu; Rigul; Ringul,thub bstan bde chen gling;  sde dge rdza ri mgul dgon,,,,,
1217,Chakhyi Lhakhang,bya khyi lha khang ,བྱ་ཁྱི་ལྷ་ཁང་།,,Chakyi Lhakang,,,,,,
1218,Chenye Monastery,spyan g.yas dgon pa,སྤྱན་གཡས་དགོན་པ།,建叶寺,Putang Chenye,phu thang spyan g.yas,,,,,
1219,Beri Monastery,be ri dpal ldan 'gro phan gling ,བེ་རི་དཔལ་ལྡན་འགྲོ་ཕན་གླིང་།,白利寺,baili si; bairi si,pad ri dgon; bon ru dgon; be ru dgon,白日寺; 白利寺,,,,
1220,Labrang Shar,sa skya bla brang shar,ས་སྐྱ་བླ་བྲང་ཤར།,,,,,,,,
1221,Lhamo Latso,lha mo'i bla mtsho,ལྷ་མོའི་བླ་མཚོ།,拉姆拉措湖,lamu lacuo hu,,拉姆拉措湖,,,,
1222,Manasarovar,ma pham g.yu mtsho,མ་ཕམ་གཡུ་མཚོ།,玛旁雍错,Anavatapta; Tso Madropa,,,मानसरोवर,,,
1224,Nyarong Gojam Gon,nyag rong go 'byams dgon,ཉག་རོང་གོ་འབྱམས་དགོན།,贡觉寺,gong jue si,go 'byams dgon,贡觉寺,,,,
1226,Chodrak Gon,chos grags dgon,ཆོས་གྲགས་དགོན།,曲扎寺,quzha si,,,,,,
1227,Namchen Drakkar,gnam chen brag dkar,གནམ་ཆེན་བྲག་དཀར།,,Dagam Wanggi Kilkhor; Dagam Wangpuk,bde chen gnam chen brag dkar zla gam dbang gi dkyil 'khor; zla gam dbang gi dkyil 'khor,,,,,
1228,Nub Padmo De,nub padmo'i sde,ནུབ་པདམོའི་སྡེ།,,,,,,,,
1229,Hardong Khamtsen,har gdong khams tshan,ཧར་གདོང་ཁམས་ཚན།,,Drepung Gomang Hardong,,,,,,
1230,Taklung Drak,stag lung brag,སྟག་ལུང་བྲག།,,Taklung Ling; Taklungdrak; dalongzha yingxiu yuan ,stag lung gling,达隆扎隐修院,,,,
1231,Ling Khamtsen,gling khams tshan,གླིང་ཁམས་ཚན།,,Lingwa Khamsten; Lingwa House,,,,,,
1232,Drakkar Taso,brag dkar rta so,བྲག་དཀར་རྟ་སོ།, 查嘎尔达索寺,chaga-er dasuo si,,,,,,
1233,Tikchi Monastery,thig phyi dgon,ཐིག་ཕྱི་དགོན།,,Benpa Chakdor Lhakhang,ban pa phyag rdor lha khang,,,,,
1234,Khachar,khwa char,ཁྭ་ཆར།,,,,,,,,
1235,Tubchen Dargye Ling,thub chen dar rgyas gling,ཐུབ་ཆེན་དར་རྒྱས་གླིང་།,,,,,,,,
1236,Druk Jangchub Choling,brug byang chub chos gling,འབྲུག་བྱང་ཆུབ་ཆོས་གླིང་།,降曲林寺,jiangqulin si,se ba byang chub gling; 'brug byang chub chos gling; gnam 'brug se ba byang chub gling,降曲林寺,,,,
1237,Taklung Tarling Chode,stag lung thar gling chos sde,སྟག་ལུང་ཐར་གླིང་ཆོས་སྡེ།,"达隆寺, 南达隆寺",,lho stag lung; yar 'brog stag lung; stag lung gwa tshang zhol thar gling chos gter,,,,,
1238,Wonto Monastery,dbon stod dgon,དབོན་སྟོད་དགོན།,汪堆寺,Wonton,dbon ston dgon,,,,,
1240,Tanak Pu Monastery,rta nag phu dgon,རྟ་ནག་ཕུ་དགོན།,,,,,,,,
1241,Ya Nga Chamda Ganden Khacho Ling,ya nga bya mda' dga' ldan mkha' spyod gling,ཡ་ང་བྱ་མདའ་དགའ་ལྡན་མཁའ་སྤྱོད་གླིང་།,,Khacholing; Khachoedling; Ganden Kacho Ling; Jamda; Jada; Jhada,ya nga bya mda' btsun dgon dpal ldan mkha' spyod gling; lcam mda,,,,,
1242,Khangmar Monastery,khang dmar dgon,ཁང་དམར་དགོན།,空玛寺,,,,,,,
1243,Khangmar,khang dmar dgon,ཁང་དམར་དགོན།,,,,,,,,
1244,Khemar Monastery,khas dmar dgon,ཁས་དམར་དགོན།,,,dbang ros dgon pa,,,,,
1245,Pema Shelpuk,pad+ma shel phug,པདྨ་ཤེལ་ཕུག།,,,,,,,,
1246,Ara Khamtsen,a ra khams mtshan,ཨ་ར་ཁམས་མཚན།,,Ara Khangtsen,,,,,,
1247,Chimilung,phyir mig lung dgon,ཕྱིར་མིག་ལུང་དགོན།,奇密隆寺,Chirmiklung; 奇密隆寺,phyi mi lung,奇密隆寺,,,,
1248,Shadrang ,sha sbrang ,ཤ་སྦྲང་།,夏卜浪寺,Shadrang Puntsok Choling; xiapulang si,sha sbrang phun tshogs chos gling,夏卜浪寺,,,,
1249,Changlung Monastery,lcang lung dgon,ལྕང་ལུང་དགོན།,,,,,,,,
1250,Drentang Monastery,dran thang dgon,དྲན་ཐང་དགོན།,,Drentang Kumbum; Drentang Hermitage,dran thang sku 'bum; dran thang ri khrod,,,,,
1251,Zangchen Monastery,zangs chen dgon,ཟངས་ཆེན་དགོན།,桑青寺,Nyel Zangpoche; Zangpoche; sangqing si,gnyal zang po che,,,,,
1253,Zamkhar,zam mkhar,ཟམ་མཁར།,,,,,,,,
1254,Gyakhar Gar,rgya mkhar sgar,རྒྱ་མཁར་སྒར།,,Tso Gyakhar Gar,gtsos rgya mkhar sgar,,,,,
1255,Dzogon,mdzod dgon,མཛོད་དགོན།,,,,,,,,
1256,Dungsam Riwo Tengyeling,gdung bsam ri bo bstan rgyas gling ,གདུང་བསམ་རི་བོ་བསྟན་རྒྱས་གླིང་།,,Yongla Goenpa; Dungsam Yongla,,,,,,
1257,Trashigang Dzong,bkra shis sgang dzong,བཀྲ་ཤིས་སྒང་ཛོང་།,,Tashigang Dzong,,,,,,
1258,Kongpo Bonri,kong po bon ri,ཀོང་པོ་བོན་རི།,南迦巴瓦峰,Nechen Bonri,,,,,,
1259,Penyul Drosa,phan yul gro sa,འཕན་ཡུལ་གྲོ་ས།,,,,,,,,
1261,Rashel,rwa shel,རྭ་ཤེལ།,,,ra shel,,,,,
1262,Belo Hermitage,be lo ri khrod,བེ་ལོ་རི་ཁྲོད།,白洛日初寺,,,,,,,
1263,Gyelpak Monastery,rgyal 'phags bkra shis chos gling ,རྒྱལ་འཕགས་བཀྲ་ཤིས་ཆོས་གླིང་།,,Tashi Choling,,,,,,
1264,Kunub Monastery,sku nub,སྐུ་ནུབ།,,,,,,,,
1265,Khyunggon Monastery,,khyung dgon mi 'gyur rdo rje gling,,Khyunggon Mingyur Dorje Ling,,,,,,
1266,Menri (Dolanji),sman ri (do lan ji),སྨན་རི ༼དོ་ལན་ཇི༽།,,,,,,,,
1267,Kyangtsang,skyang tshang dgon pa ,སྐྱང་ཚང་དགོན་པ་།,相藏寺,,,,,,,
1268,Drati House,sbra ti khang tshan,སྦྲ་ཏི་ཁང་ཚན།,,Sera Je Drati House,ser byes sbra ti khang tshan,,,,,
1270,Dechenpuk,bde chen phug,བདེ་ཆེན་ཕུག།,,Dechen Puk; Dechenpuk Drubde,bde chen phug sgrub sde,,,,,
1271,Tarpeling,thar pa’i gling,ཐར་པའི་གླིང་།,,Bumthang Tarpeling,,,,,,
1272,Namtso,gnam mtsho,གནམ་མཚོ།,纳木错,Nam Co,,納木錯,,,,
1273,Pomda Sangngak Dechen Monastery,spom mda' gsang sngags bde chen dgon,སྤོམ་མདའ་གསང་སྔགས་བདེ་ཆེན་དགོན།,,Tsawa Pomda; Sangngak Dechen,,,,,,
1274,Zhamar Monastery,zhwa dmar dgon,ཞྭ་དམར་དགོན།,南冲寺,Amdo Zhamar; xiama si; nanchong si,,夏玛寺; 南冲寺; 南冲寺,,,,
1275,Tsogyel Latso,mtsho rgyal bla mtsho,མཚོ་རྒྱལ་བླ་མཚོ།,,,,,,,,
1276,Nedruk Lhakhang,sa skya gnas drug lha khang,ས་སྐྱ་གནས་དྲུག་ལྷ་ཁང་།,,,,,,,,
1277,Zhiwa Gon,zhi ba dgon,ཞི་བ་དགོན།,俄沃寺,ewo si,dpal ldan zhi ba dgon; zhi ba lha thim dgon; nyag rong zhi ba dgon,,,,,
1278,Dakpa Shelri,dag pa shel ri,དག་པ་ཤེལ་རི།,,,,,,,,
1279,Shabme Gomne,shab smad sgom gnas,ཤབ་སྨད་སྒོམ་གནས།,,Gomne; Tsangto Tropu Shabme Gomne,,,,,,
1280,Gandan Tegchenling,dga' ldan theg chen gling ,དགའ་ལྡན་ཐེག་ཆེན་གླིང་།,,,,,,,,
1281,Drayab Monastery,brag rgyab dgon,བྲག་རྒྱབ་དགོན།,扎甲寺,,,,,,,
1282,Drokge Monastery,brog dge dgon,འབྲོག་དགེ་དགོན།,,Pel Mingyur Ngedon Samdrub Ling,,,,,,
1283,Thikse Monastery,khrig tse dgon,ཁྲིག་ཙེ་དགོན།,提克西寺,Tikse,khri tshogs dgon pa,,,,,
1284,Dzato Changmai Monastery,rdza stod lcang ma'i dgon,རྫ་སྟོད་ལྕང་མའི་དགོན།,,,lcang mai' dgon,,,,,
1285,Dongkar Dzong,gdong dkar rdzong,གདོང་དཀར་རྫོང་།,,,,,,,,
1286,Zangri Monastery,bzang ri dgon,བཟང་རི་དགོན།,,Zangpori,,,,,,
1287,Tawang Monastery,rta dbang dgon,རྟ་དབང་དགོན།,,Ganden Namgyel Lhatse,,,,,,
1288,Kharteng Monastery,mkhar steng dgon,མཁར་སྟེང་དགོན།,,Nyel Kharteng; kading si,gnyal mkhar steng,卡定寺,,,,
1289,Shauk Tago,sha 'ug stag sgo,ཤ་འུག་སྟག་སྒོ།,,,bde chen chos kyi 'khor lo,,,,,
1291,Khawa Lungri,kha ba lung ri,ཁ་བ་ལུང་རི།,,Kawalung,,,,,,
1292,Chuwar Monastery,chu dbar dgon,ཆུ་དབར་དགོན།,,quwa si,,曲瓦寺,,,,
1294,Lo Monastery,lo dgon,ལོ་དགོན།,,Logon; luopu si; luo si,,洛普寺; 洛寺,,,,
1295,Dambadarjaa Monastery,bstan pa dar rgyas gling,བསྟན་པ་དར་རྒྱས་གླིང་།,,Dambadarjaalin; Dambadarjaa khiid; anba darjai keyid,,,,,,
1296,Chungchen Peldzong,khyung chen dpal rdzong,ཁྱུང་ཆེན་དཔལ་རྫོང་།,,Khyungchen Peldzong,,,,,,
1297,Namtseding Monastery,gnam rtse lding,གནམ་རྩེ་ལྡིང་།,,Namtsibteng; Namtseding Chode,gnam rtsib steng,,,,,
1298,Surkhang Printery,zur khang par khang,ཟུར་ཁང་པར་ཁང་།,,,gzim zur khang gi par khang,,,,,
1299,Taktsang Monastery,stag tshang dgon,སྟག་ཚང་དགོན།,,Taktsang Ritro; Tashi Choling,stag tshang ri khrod,,,,,
1300,Zhungpa Khamtsen,gzhung pa khams tshan ,གཞུང་པ་ཁམས་ཚན་།,,Zhungpa Khangtsen,,,,,,
1301,Doto Den Chokhor,mdo stod ldan chos 'khor,མདོ་སྟོད་ལྡན་ཆོས་འཁོར།,,,,,,,,
1302,Demo,de mo,དེ་མོ།,第穆寺,dimu si; demu si,kong po de mo,第穆寺; 德穆寺; 德木寺,,,,
1303,Gangri Tokar,gangs ri thod dkar,གངས་རི་ཐོད་དཀར།,,,,,,,,
1305,Sani Gonpa,sa ni dgon pa,ས་ནི་དགོན་པ།,,,,,,,,
1306,Taklung Drilung,stag lung dril lung,སྟག་ལུང་དྲིལ་ལུང་།,,,,,,,,
1307,Nyakla Gar,nyag bla sgar,ཉག་བླ་སྒར།,,,,,,,,
1308,Karchung Doring,dkar chung rdo ring,དཀར་ཆུང་རྡོ་རིང་།,,,,,,,,
1309,Shukchung,shug chung dgon,ཤུག་ཆུང་དགོན།,,,,,,,,
1311,Zambulung,zam bu lung,ཟམ་བུ་ལུང་།,,,zab bu; zab bu lung; zab phu lung; zab lung; 'og min zab bu lung; gnas chen zab bu lung,,,,,
1312,Roerich House,gzims shag ro rig,གཟིམས་ཤག་རོ་རིག།,,Urusvati Institute,,,,,,
1313,Dzonggo,rdzong mgo,རྫོང་མགོ།,绒戈寺,rongge si,,,,,,
1315,Lhopa Khamtsen,lho pa khams tshan,ལྷོ་པ་ཁམས་ཚན།,,,,,,,,
1316,Khordong Monastery,khor gdong dgon,འཁོར་གདོང་དགོན།,柯洛洞寺,Khorlodong; Dechen Sangngak Khorlodong,khor lo gdong dgon; bde chen gsang snangs 'khor lo gdong,,,,,
1317,Nyetang Mokchok,rmog lcog ri khrod,རྨོག་ལྕོག་རི་ཁྲོད།,,,,,,,,
1318,Zhichen Monastery,gzhi chen,གཞི་ཆེན།,昔青寺,Golok Zhichen; Zhichen Kharmar Sangngak Tengyeling,mgo log gzhi chen dgon; gzhi chen mkhar dmar gsang sngags bstan rgyas gling,,,,,
1320,Shukjung Monastery,shugs 'byung ,ཤུགས་འབྱུང་།,,,,,,,,
1321,Baḥne Monastery ,baH gnas bsam gtan bshad sgrub bst,བཿ་གནས་བསམ་གཏན་བཤད་སྒྲུབ་བསཏ།,,Bahne,be zur dgon pa; dri so dgon pa,,,,,
1322,Batang Drubgon,ba' thang grub dgon,འབའ་ཐང་གྲུབ་དགོན།,竹瓦寺,,ba' grub pa dgon o rgyan theg mchog gling,,,,,
1323,Do Dorje Drak,mdo rdo rje brag,མདོ་རྡོ་རྗེ་བྲག།,康定金刚寺,,dar mdo rdo rje brag dgon,,,,,
1324,Lelung Monastery,sle lung dgon,སླེ་ལུང་དགོན།,,,ol dga' sle lung dgon,,,,,
1325,Yamdrok Lake,yar 'brog mtsho,ཡར་འབྲོག་མཚོ།,,Yamdrok Yumtso,,,,,,
1327,Nyarongsha School,nyag rong shag slob grwa,ནང་རོང་ཤག།,,,nang rong shag; nya rong shar,,,,,
1329,Chumik,chu mig,ཆུ་མིག།,曲米寺,Tsang Chumik Ringmo; qumi si,gtsang chu mig ring mo,,,,,
1330,Bakha,rba kha,རྦ་ཁ།,巴卡寺,Bakha Sangngak Choling,,,,,,
1331,Odantapuri,o tan ta pU ri,ཨོ་ཏན་ཏ་པཱུ་རི།,,Uddaṇḍapura; Uḍḍandapura,,,,,,
1332,Yanglesho,yang le shod kyi brag phug,ཡང་ལེ་ཤོད་ཀྱི་བྲག་ཕུག།,,,,,,,,
1333,Namo Buddha,stag mo lus sbyin mchod rten,སྟག་མོ་ལུས་སྦྱིན་མཆོད་རྟེན།,,Takmo Lujin,,,,,,
1334,Anja Ritro,an ja ri khrod,ཨན་ཇ་རི་ཁྲོད།,安家寺,Anjia si,,,,,,
1335,Dzogchen Yamāntaka Cave,ru dam yang dben gshin rje sgrub phug,རུ་དམ་ཡང་དབེན་གཤིན་རྗེ་སྒྲུབ་ཕུག།,,,,,,,,
1336,Pungpo Riwoche,gtsang gi phung po ri bo che,གཙང་གི་ཕུང་པོ་རི་བོ་ཆེ།,,,,,,,,
1337,Khardo Monastery,mkhar mdo dgon,མཁར་མདོ་དགོན།, 康多寺,,,,,,,
1338,Kyodrak Monastery,skyo brag dgon,སྐྱོ་བྲག་དགོན།, 觉让寺,,,,,,,
1339,Lhadrang Monastery,sde dge lha 'brang dgon,སྡེ་དགེ་ལྷ་འབྲང་དགོན།,拉仲寺,lanzhong si,,,,,,
1340,Mendong Monastery,sman sdong dgon,སྨན་སྡོང་དགོན།,曼冬寺,,,,,,,
1341,Namgyel Ling,rnam rgyal gling dgon,རྣམ་རྒྱལ་གླིང་དགོན།,郎吉岭寺,Ganden Namgyel Ling,dga' ldan rnam rgyal gling,,,,,
1342,Pangpuk,spang phug dgon,སྤང་ཕུག་དགོན།,,,,,,,,
1343,Yamalung,g.ya' ma lung ,གཡའ་མ་ལུང་།,崖玛隆寺,,,,,,,
1344,Yilhung Lhatso,yid lhung lha mtsho,ཡིད་ལྷུང་ལྷ་མཚོ།,,"Yihlung Tso, Yilhun Latso, xinluhai",,新路海,,,,
