community_id,tbrc_id,community_name,wylie_name,wylie_name_script,chinese_name,description,wikidata_id
90,G201,Jonang Monastery,jo nang,ཇོ་ནང་།,觉朗寺,"<p>
	Jonang Monastery is known as the birthplace of the Jonang tradition. The original foundation was laid by <a href=""/biographies/view/Kunpang-Tukje-Tsondru/TBRC_P858"">Kunpang Tukje Tsondru</a>, traditionally said to have occurred in 1294. However, few people stayed at the monastery following Kunpang&#39;s time; the Jonang tradition as it is known today began in earnest nearby, at the Richo Chenmo, the Great Mountain Hermitage, where<a href=""/biographies/view/Dolpopa-Sherab-Gyeltsen/TBRC_P139""> Dolpopa Sherab Gyeltsen</a>, one of the most important Buddhist masters in Tibetan history and the most important figures connected with the Jonang, built a magnificent stūpa in 1333. This was the seat of Jonang activity until <a href=""/biographies/view/Tāranātha/TBRC_p1428"">Tāranātha</a>, who held the abbot chair from 1588 until at least the 1620s, built a new seat at <a href=""/geographies/view/Takden-Puntsok-Ling/TBRC_G390"">Takden Puntsok Ling</a>. Associated hermitages are <a href=""/geographies/view/Kyipuk-Deden/TBRC_G1AG61"">Kyipuk Deden</a> and <a href=""/geographies/view/Khacho-Deden,/TBRC_G1AG60"">Khacho Deden</a>.</p>",
91,G226,Sangpu Neutok,gsang phu ne'u thog,གསང་ཕུ་ནེའུ་ཐོག།,桑普寺,"<p>
	Sangpu Neutok is an important monastery in central Tibet, just south of Lhasa, that was founded in 1072 by&nbsp;<a href=""/biographies/view/Ngok-Lekpai-Sherab/TBRC_P3389"">Ngok Lekpai Sherab</a>, a disciple of <a href=""/biographies/view/Atisha/TBRC_P3379"">Atiśa</a>, and developed by his nephew, <a href=""/biographies/view/Ngok-Lotsāwa-Loden-Sherab/TBRC_P2551"">Ngok Lotsāwa Loden Sherab</a>. Originally a Kadam monastery with two colleges, it evolved into a monastery that includes both Sakya and Geluk traditions.</p>",
92,G4605,Nyetang Drolma Lhakang,snye thang sgrol ma lha khang,སྙེ་ཐང་སྒྲོལ་མ་ལྷ་ཁང།,聂塘卓玛拉康,"<p>
	Nyetang Drolma Lhakhang, to the southwest of Lhasa, was founded as a Kadam monastery in 1055, a year after the Bengali master <a href=""/biographies/view/Atisha/TBRC_P3379"">Atisha</a> passed away in Nyetang. It currently houses several of Atisha&#39;s personal relics, including his begging bowl.</p>",
93,G357,Tsechen,rtse chen,རྩེ་ཆེན།,,"<p>
	Tsechen Chode Tubten Rabgye Ling is a Geluk monastery in central Tibet. Founded in 1366 by <a href=""/biographies/view/Nyawon-Kunga-Pel-/TBRC_P2010"">Nyawon Kunga Pel </a>with the sponsorship of Gyantse&#39;s first prince Pakpa Pelzangpo, it served as the residence of the kings of Gyantse until the early fifteenth century. It was a major site of Jonang monastic education, and also connected to the Sakya tradition. Tsechen was converted to the Geluk tradition in the mid-seventeenth century. It was destroyed by the English during the Younghusband expedition, and later minimally restored. It is currently active but many ruins remain.</p>
<p>
	&nbsp;</p>",
95,G33,Tsurpu Monastery,mtshur phu dgon,མཚུར་ཕུ་དགོན།,,"<p>
	Tsurpu is a Kagyu monastery located in to Tolung Valley in central Tibet. It was founded in 1189 by the <a href=""/biographies/view/First-Kamapa,-Dusum-Khyenpa/TBRC_P1400"">First Karmapa, Dusum Khyenpa</a>, and is the seat of both the Karma Kagyu tradition and the <a href=""/incarnation/view/Karmapa/TBRC_R8LS12875"">Karmapa</a> incarnation line.<span style=""color: rgb(51, 51, 51); font-family: Georgia, Times, Palatino; font-size: 14px; line-height: 19.600000381469727px;""> </span></p>",
96,G4252,Drakram,brag ram,བྲག་རམ།,,"<p>
	Drakram Monastery was a Jonang institution in Tsang. It was in existence by at least the early fourteenth century when <a href=""/biographies/view/Chokle-Namgyel/TBRC_P152"">Chokle Namgyel</a> studied there.</p>",
97,G359,Gharung,g+ha rung,གྷ་རུང།,,"<p>
	Gharung Monastery was a Jonang monastery located in the present day Tibet Autonomous Region but not much is known about the site. The monastery was in existence by at least the 14th century when <a href=""/biographies/view/Gharungwa-Lhai-Gyeltsen/TBRC_P2414"">Gharungwa Lhai Gyeltsen</a> (<span class=""biog-date-small"">b.1319 - d.1401</span>) ascended to its seat.</p>
<div class=""list-widget-text-style"">
	&nbsp;</div>",
98,,Palung,dpa' lung,དཔའ་ལུང།,,"<p>
	Palung appears to have been a small monastery, presumably Sakya, near <a href=""/geographies/view/Sakya-Monastery./TBRC_G880"">Sakya Monastery.</a> <a href=""/biographies/view/Gorumpa-Kunga-Lekpa/TBRC_P3507"">Gorumpa Kunga Lekpa</a> was born there in 1477.</p>",
101,G2844,Pokhang,spos khang,སྤོས་ཁང།,,"<p>
	Pokhang is a Geluk monastery in Panam, Tsang.&nbsp;It was originally founded as a Kadampa monastery in 1213 by <a href=""/biographies/view/Jangchub-Pelzangpo/TBRC_P2624"">Jangchub Pelzangpo</a>. It was converted to Geluk in the seventeenth century.</p>",
102,G1511,Pelkhor Chode,dpal 'khor chos sde,དཔལ་འཁོར་ཆོས་སྡེ།,,"<p>
	Pelkhor Chode, also known as Pelkhor Dechen, in Gyantse, Tsang, was established by the Gyantse ruler&nbsp;<a href=""/biographies/view/Rabten-Kunzang-Pakpa/TBRC_P6904"">Rabten Kunzang Pakpa</a>, between 1418 and 1425 as an ecumenical center for Sakya and Geluk traditions. <a href=""/biographies/view/Khedrubje-Gelek-Pelzangpo/TBRC_p55"">Khedrubje Gelek Pelzangpo</a>&nbsp;and <a href=""/biographies/view/Ngorchen-Kunga-Zangpo/TBRC_P1132"">Ngorchen Kunga Zangpo</a> were both involved. The Drukpa Kagyu tradition is also represented, although the community today is primarily Sakya.</p>",Q1785045
105,G391,Serdokchen,gser mdog can,གསེར་མདོག་ཅན།,土登赛朵金寺,"<p>
	Serdokchen is a Sakya monastery near Shigatse&nbsp;in Tsang that was founded by <a href=""/biographies/view/Panchen-Donyo-Pel/TBRC_P2626"">Panchen Donyo Pel</a>, also known as Donyo Drubpa or Amoghasiddhi, in 1475. Donyo Pel passed the monastery down to his student&nbsp;<a href=""/biographies/view/-Panchen-Shakya-Chokden/TBRC_P396"">Panchen Śākya Chokden</a>&nbsp;who renamed it Serdokchen and spent much of his life there. It was formerly called Zilung.</p>
<p>
	&nbsp;</p>",
106,,Chokhor Tse,chos 'khor rtse,ཆོས་འཁོར་རྩེ།,,"<p>
	Chokhor Tse was in existence by at least 1531 when <a href=""/biographies/view/Kunga-Pelzang/TBRC_P2MS4764"">Kunga Pelzang</a> received Lamdre teachings here from <a href=""/biographies/view/Panchen-Dorje-Gyeltsen/TBRC_P1966"">Paṇchen Dorje Gyeltsen</a>. It seems to have been in U.&nbsp;</p>",
107,G1KR1359,Tupten Dargye Ling,thub bstan dar rgyas gling,ཐུབ་བསྟན་དར་རྒྱས་གླིང་།,,"<p>
	Tupten Dargye Ling is a Geluk monastery located in Kham that was in existence since at least the fifteenth century when the <a href=""/biographies/view/Third-Ngor-Khenchen,-Jamyang-Sherab-Gyatso/TBRC_P1569"">Third Ngor Khenchen, Jamyang Sherab Gyatso</a> lived and taught there.</p>",
108,,Puntsok Samten Ling,phun tshogs bsam gtan gling,ཕུན་ཚོགས་བསམ་གཏན་གླིང།,,"<p>
	Puntsok Samten Ling, a Sakya monastery in Mustang, was in existence by at least the 16th century when <a href=""/biographies/view/Kunga-Pelzang/TBRC_P2MS4764"">Kunga Pelzang</a> was installed on the monastic seat there in 1541.&nbsp;</p>
<p>
	&nbsp;</p>",
109,,Changlung Choding,lcang lung chos sdings,ལྕང་ལུང་ཆོས་སྡིངས།,,"<p>
	Changlung Choding was a Jonang monastery in central Tibet that was in operation by at least 1531, when the twenty-fifth Abbot of <a href=""/geographies/view/Jonang-Monastery/TBRC_G201"">Jonang Monastery</a>, <a href=""/biographies/view/Kunga-Pelzang/TBRC_P2MS4764"">Kunga Pelzang,</a> met the master <a href=""/biographies/view/Zhonnu-Chodrub/TBRC_P2843"">Zhonnu Chodrub</a> and received transmissions from him.</p>",
110,G390,Takten Puntsok Ling,rtag brtan phun tshogs gling,རྟག་བརྟན་ཕུན་ཚོགས་གླིང།,,"<p>
	Takten Puntsok Ling was established by the Jonang master <a href=""/biographies/view/Tāranātha/TBRC_P1428"">Tāranātha</a>&nbsp;with support from kings of Tsang in 1619. It was the center of Jonang activity in Tibet until Tāranātha&#39;s death. It was converted to Geluk by order of the Tibetan government in 1650 and renamed Ganden Puntsok Ling. Within several years Jonang teachings were officially banned.&nbsp;As a Geluk institution it was affiliated with <a href=""/geographies/view/Tashilhunpo/TBRC_G104"">Tashilhunpo</a>&nbsp;during the time of <a href=""/biographies/view/Seventh-Dalai-Lama/TBRC_P179"">Seventh Dalai Lama</a>.</p>",
112,G4619,Chubzang,chu bzang,ཆུ་བཟང།,却桑寺,"<p>
	Chubzang is a Geluk monastery that was founded in mid-fifteenth century in Tolung near Lhasa. <span class=""biog-name-large"">The Thirty-Ninth Ganden Tripa, <a href=""/biographies/view/Konchok-Chozang/TBRC_P4065"">Konchok Chozang</a> was possibly ordained there. </span></p>",
114,G4818,Kyangdur,rkyang 'dur,རྐྱང་འདུར།,,"<p>
	Kyangdur was a Sakya establishement in Tsang that was in existence by at least the thirteenth century, though likely an ancient establishment.&nbsp;&nbsp;<a href=""/biographies/view/Sakya-Paṇḍita-Kunga-Gyeltsen/TBRC_P1056"">Sakya Paṇḍita Kunga Gyeltsen</a>&nbsp;travelled to Kyangdur in 1204 to give funeral offerings for his recently deceased father.&nbsp;</p>",
115,G381,Chung Riwoche,cung ri bo che,ཅུང་རི་བོ་ཆེ།,,"<p>
	Chung Riwoche, a Nyingma monastery in central Tibet, was founded as a Shangpa Kagyu monastery in 1386. It was <a href=""/biographies/view/Tangtong-Gyelpo/TBRC_P2778"">Tangtong Gyelpo</a>&#39;s monastery and the seat of the Chaksampa incarnation lineage. It is the site of Tangtong Gyelpo&#39;s famous Chung Riwoche Kumbum.</p>",
116,G1AG44,Mending,sman sdings,སྨན་སྡིངས།,,"<p>
	Mending Monastery was founded in the sixteenth century by the Jonang Kālacakra master <a href=""/biographies/view/Lochen-Ratnabhadra/TBRC_P2417"">Lochen Ratnabhadra</a> in the Jang district of U.</p>",
117,G3055,Menchu,sman chu,སྨན་ཆུ།,,"<p>
	Menchu was founded by <a href=""/biographies/view/Ngok-Lekpai-Sherab/TBRC_Ngok Lekpe Sherab"">Ngok Lekpai Sherab</a> in the eleventh century in Taktse, near Lhasa. Originally a Kadam hermitage, in the fourteenth century it was the seat of <a href=""/biographies/view/Menchukhawa-Lodro-Gyeltsen/TBRC_p2255"">Menchukhawa Lodro Gyeltsen</a>, a close disciple of <a href=""/biographies/view/Dolpopa/TBRC_P139"">Dolpopa</a>. It was later converted to the Geluk tradition.</p>",
119,G1AG83,Cholung Jangtse,chos lung byang rtse,ཆོས་ལུང་བྱང་རྩེ།,,"<p>
	Cholung Jangtse was a Jonang monastery that was in existence by at least the middle of the sixteenth century when <a href=""/biographies/view/Kunga-Drolchok/TBRC_P2387"">Kunga Drolchok</a> was abbot there. <a href=""/biographies/view/Taranatha/TBRC_P1428"">Tāranātha</a> was brought there to be formally recognized as Kunga Drolchok&#39;s reincarnation. One of the largest Jonang monasteries of central Tibet, it was converted to Geluk in the mid-seventeenth century.&nbsp;</p>",
120,G457,Nenying,gnas rnying,གནས་རྙིང།,乃宁寺,"<p>
	Nenying is a Geluk monastery in central Tibet. It was first established in the eighth century, and converted to the Shangpa Kagyu tradition in the eleventh century, and ultimately to the Geluk tradition in the seventeenth century. The <a href=""/biographies/view/Seventh-Ganden-Tripa-Lodro-Tenpa-/TBRC_P4636"">Seventh Ganden Tripa Lodro Tenpa </a>received his monastic vows at Nenying.</p>",
121,G346,Tolung Namgyel,stod lung rnam rgyal,སྟོད་ལུང་རྣམ་རྒྱལ།,,"<p>
	Tolung Namgyel is a Jonang monastery in central Tibet which was in existence by at least the fourteenth century when&nbsp;<a href=""/biographies/view/Rinchen-Tsultrim/TBRC_P2256"">Rinchen Tsultrim</a> resided there.</p>",
122,G307,Sabzang Ganden,sa bzang dga' ldan,ས་བཟང་དགའ་ལྡན།,,"<p>
	Sabzang Ganden, a Sakya monastery near Sakya in central Tibet, was in existence from at least the fourtenth century when <a href=""/biographies/view/Lodro-Gyeltsen/TBRC_P151"">Lodro Gyeltsen</a> taught there. It is the seat of the Sabzang Pakpa and Sabzang Mati Panchen incarnation lineages.</p>",
124,G344,Pelteng,dpal steng,དཔལ་སྟེང།,,"<p>
	Pelteng is a Jonang monastery in Tsang. It was in existence by the early fourteenth century when the local lord, Lhawangpa, gave it to <span class=""biog-name-large""><a href=""/biographies/view/Shangton-Gyawo-Sonam-Drakpa/TBRC_p2253"">Shangton Gyawo Sonam Drakpa</a>, a disciple of </span><a href=""/biographies/view/Dolpopa/TBRC_p139"">Dolpopa</a>.&nbsp;</p>",
126,,Tselmin,mtshal min,མཚལ་མིན།,,"<p>
	Tselmin, a Jonang monastery, was in existence by the fifteenth century when <a href=""/biographies/view/Nyakpuwa-Sonam-Zangpo/TBRC_P2460"">Nyakpuwa Sonam Zangpo</a>&nbsp;retired there.</p>",
127,G3791,Lhagang,lha sgang,ལྷ་སྒང་།,,"<p>
	Lhagang Monastery, known as Tagong in Chinese, is said to have been established in the seventh century by <a href=""/biographies/view/Princess-Wenchung/TBRC_P8116"">Princess Wencheng</a>, when one of two statues of Śākyamuni she was transporting to Lhasa asked to remain there. It was converted to Karma Kagyu in the eleventh century, and then to Sakya in the thirteenth century.</p>",
128,G233,Nalendra Monastery,na len dra dgon,ན་ལེན་དྲ་དགོན།,那烂扎寺,"<p>
	Nalendra, a monastery located north of Lhasa in Penyul, was founded in 1436 by <a href=""/biographies/view/Rongton-Mawai-Sengge/TBRC_P431"">Rongton Sheja Kunrik</a>, who was born into a Bon family and studied at Kadam monasteries. The monastery was absorbed into the Sakya tradition and Rongton came to be considered &nbsp;one of the six jewels of the Sakya tradition. There are extensive ruins at the site, along with a renovated assembly hall containing murals.&nbsp;<a href=""/biographies/view/Khenpo-Tsultrim-Gyelsten/TBRC_P6677"">Khenpo Tsultrim Gyelsten</a> is credited with initiating the renovation of the site.</p>",
129,G64,Lhatel Rinchen Ling,lha thel rin chen gling,ལྷ་ཐེལ་རིན་ཆེན་གླིང།,,"<p>
	Lhatel RInchen Ling is a Drigung Kagyu monastery near Chamdo in Kham. It was founded by <a href=""/biographies/view/Nyo-Gyelwa-Lhanangpa-Sanggye-Rinchen/TBRC_P15"">Nyo Gyelwa Lhanangpa Sanggye Rinchen</a> in the early thirteenth century.</p>",
130,G444,Yabzang Monastery,g.ya' bzang dgon,གཡའ་བཟང་དགོན།,亚桑寺,"<p>
	Yabzang, a Yabzang Kagyu monastery located in central Tibet, was founded by <a href=""/biographies/view/Yabzang-Choje-Chokyi-Monlam/TBRC_P4322"">Yabzang Choje Chokyi Monlam</a> in 1206. Currently, the site is largely in ruins.&nbsp;</p>",
132,G282,Kodrak Hermitage,ko brag ri khrod,ཀོ་བྲག་རི་ཁྲོད།,,"<p>
	Kodrak is a hermitage in Upper Nyang (Nyangto in the Tibetan Autonomous Region) that was established in the thirteenth century by <a href=""/biographies/view/Kodrakpa-Sonam-Gyeltsen/TBRC_p1514"">Kodrakpa Sonam Gyeltsen</a>.</p>",
134,G1KR1885,Choding Monastery,chos sdings dgon,ཆོས་སྡིངས་དགོན།,,"<p>
	Choding Monastery, also known as Chumdo, was founded by <a href=""/biographies/view/Gar-Dampa-Chodingpa/TBRC_P813"">Gar Dampa Chodingpa</a> in around 1215 at Lungsho. It was converted to Geluk from Drigung Kagyu in the fifteenth century.</p>",
135,G2061,Rinchen Ling,rin chen gling,རིན་ཆེན་གླིང།,仁青林寺,"<p>
	Rinchen Ling is a monastery near Lhasa in Meldro Gunkar that was founded in 1481 by Jangsem Gendun Rinchen. Originally a Kagyu monastery, it was later converted to the Geluk tradition.</p>",
136,G1972,Jangchen,byang chen,བྱང་ཆེན།,,"<p>
	Jangchen is a Geluk monastery that was founded by the Third Dalai Lama, <a href=""/biographies/view/Sonam-Gyatso/TBRC_P999"">Sonam Gyatso</a> with the patronage of Altan Khan in 1579. The monastery was in the Khalkha lands, in Mongolia.&nbsp;</p>",
137,G400,Litang Chokhor Ling,li thang chos 'khor gling,ལི་ཐང་ཆོས་འཁོར་གླིང་།,,"<p>
	Litang Chokhor Ling is a major Geluk monastery that was founded in 1580 by the <a href=""/biographies/view/Third-Dalai-Lama,-Sonam-Gyatso/TBRC_P999"">Third Dalai Lama, Sonam Gyatso</a> on his return to Tibet from Mongolia.</p>",
140,G447,Ngari Dratsang,mnga' ris grwa tshang,མངའ་རིས་གྲྭ་ཚང་།,,"<p>
	Ngari Dratsang is a Geluk monastery in Nedong that was founded in 1541 by the <a href=""/biographies/view/Second-Dalai-Lama/TBRC_p84"">Second Dalai Lama</a>.</p>",
141,G4195,Kharchu Monastery,mkhar chu dgon,མཁར་ཆུ་དགོན།,,"<p>
	Kharchu Dudjom Ling, a Nyingma monastery in Lhodrak, sits on a site associated with Padmasambhava and numerous other Nyingma saints. It was first developed as a sacred site in the thirteenth century by <a href=""/biographies/view/Melong-Dorje/TBRC_P628"">Melong Dorje</a> and then later founded as a monastery in the sixteenth century by the <a href=""/biographies/view/Fourth-Drukchen,-Pema-Karpo/TBRC_P825"">Fourth Drukchen, Pema Karpo</a>. Under the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_p37"">Fifth Dalai Lama</a> it was expanded and became the seat of the Namkhai Nyingpo incarnations.</p>",
143,G2067,Tangkya Lhakhang,thang skya lha khang,ཐང་སྐྱ་ལྷ་ཁང།,,"<p>
	Tangkya Lhakhang is a small Geluk institution in Meldro region to the northeast of Lhasa. If all sources can be believed, it was established during the Tibetan Imperial period, possibly by <a href=""/biographies/view/Songtsen-Gampo/TBRC_p8067"">Songtsen Gampo</a>. It was revitalized in the tenth century by <a href=""/biographies/view/Lume-Sherab-Tsultrim/TBRC_P1575"">Lume Sherab Tsultrim</a>, briefly associated with the Jonang tradition, converted to the Kadam tradition in 1281 by <a href=""/biographies/view/Geshe-Chenngawa-Tsultrim-Bar/TBRC_P3473"">Geshe Chenngawa Tsultrim Bar</a>, and to the Geluk tradition in the fifteenth century by <a href=""/biographies/view/Sempa-Lodro-Gyeltsen/TBRC_P429"">Sempa Lodro Gyeltsen</a>.</p>",
